question_id,question,gold_answers,best_passage_title,predicted_answer,em,f1
5ab864945542990e739ec8e1,Substorm was described in qualitative terms by a scientist nominated for what seven times?,['Nobel Prize'],Kristian Birkeland,Kristian Birkeland.,0,0.0
5ab865235542992aa3b8c8db, Lucas da Silva Carvalho was an unused reserve runner for a Brazilian athletics track event which at top class events is run in lanes for the first what?,['500 metres'],4 × 400 metres relay,First 500 metres.,1,0.8
5ab8829d55429934fafe6e08,The View from the Bottom is the fifth studio album by an American rock band best known for what hit song?,['My Own Worst Enemy'],Lit (band),"""My Own Worst Enemy""",1,1.0
5ab8f3235542991b5579f084,What number president was Annie Caputo nominated by to become a member of the Nuclear Regulatory Commission?,['45th'],David A. Wright,"Not Annie Caputo, but David A. Wright. He was nominated by President Donald Trump.",0,0.0
5ab91ef3554299753720f708,"Gene Sculatti write for CREEM sometime in the 60s or 70s, what famous term did CREEM coin for describing a genre of rock?","['""punk rock']",Punk (magazine),"""Punk rock""",1,1.0
5ab93781554299131ca422c7,Which star in the Maltese Bippy died in 1987?,['Dan Rowan'],Dan Rowan,Dan Rowan.,1,1.0
5ab9405c554299743d22ea7c,In what city did the 1959 William & Mary Indians football team lose against the #13 Naval Academy?,"['Annapolis, Maryland']",Navy–Marine Corps Memorial Stadium,"Annapolis, Maryland.",1,1.0
5ab9788155429970cfb8eb1a,What year did the CEO of Tata Consultancy Services takeover as Chairman?,['2017'],Tata Sons,2017,1,1.0
5ab981555542996be2020532,Is Bob Hewitt a citizen of a different country than Ray Ruffels?,['yes'],1978 Australian Open – Men's Doubles,"Yes, Australian.",1,0.6666666666666666
5ab9bb8355429970cfb8eb8b,"At what school is the individual who was awarded the 2012 Nobel Prize in Physics, jointly with David J. Wineland, a professor?",['Collège de France'],Serge Haroche,Collège de France.,1,1.0
5aba510f5542994dbf0198d6,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,['Yakuza'],Cartoon Network: Battle Crashers,Yakuza.,1,1.0
5aba55f25542994dbf0198e0,"Which space mission did the man, in which the Onizuka Prop Wash Award is named after, perish?",['STS-51-L'],Ellison Onizuka,STS-51-L.,1,1.0
5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,['Carabao Cup'],2007–08 Wigan Athletic F.C. season,Carabao Cup.,1,1.0
5aba7e2c55429955dce3ee5a,Did Lewis Allen or Danny DeVito play Louie De Palma?,"['Daniel Michael DeVito, Jr.']",Danny DeVito,Danny DeVito.,0,0.3333333333333333
5aba943c554299232ef4a33e,Are Florida Atlantic University and Cleveland State University both colleges in the US?,['yes'],2010 Florida Atlantic Owls football team,"Yes, both are US colleges.",1,0.33333333333333337
5abaa32655429955dce3eeaa,James Conlon directed the oldest outdoor Music Festival that is located and what state?,['Illinois'],Ravinia Festival,"James Conlon directed the oldest outdoor music festival, located in Illinois.",1,0.18181818181818182
5abae4995542996606241666,Did both  Slaughter-House Cases and United States v. Darby Lumber Co. involve civil rights law?,['no'],Freedom of movement under United States law,No.,1,1.0
5abb03325542992ccd8e7eae,The magazine that nominated George Rainsford for their Best Actor award in 2017 comes out every week on what day of the week?,['Tuesday'],TV Choice,Tuesday.,1,1.0
5abb11c15542992ccd8e7ef8,Selena Quintanilla-Pérez's assistant and head of her fan club will be eligible for parole on what date?,"['March 30, 2025']",Yolanda Saldívar,"March 30, 2025.",1,1.0
5abb8ebe5542993f40c73b2d,What British made dance competition television series franchise did Claudia Albertario appear on?,"['""Dancing on Ice"" around the world']",Claudia Albertario,Dancing on Ice.,0,0.7499999999999999
5abb9ad4554299642a094abe,Which terrorist group was the cause of the battle in which Mark E. Michell won an award for his actions?,['al-Qaeda'],Battle of Qala-i-Jangi,Al-Qaeda.,1,1.0
5abbc58455429931dba14502,Stephen susco wrote a movie produced by which american film actor?,['Sam Raimi'],The Grudge 2,Sam Raimi.,1,1.0
5abbd3b4554299642a094b4f,What sort of dog did the same man who cared for the living gift that Martin Bormann gave Hitler have?,['dachshund'],Fritz Tornow,Dachshund.,1,1.0
5abbf8be554299114383a0c1,"The 1996 film ""The Christmas Tree"" stars Andrew McCarthy and an actress that has won how any Emmy Awards?",['three'],Weekend at Bernie's,None.,0,0.0
5abc0a5d5542993f40c73c64,Are Freakonomics and In the Realm of the Hackers both American documentaries?,['no'],Psycho Realm,No.,1,1.0
5abc219655429959677d6a1d,Which comic book was also written by the writer of Crossed?,"['the Vertigo series ""Preacher""']",Garth Ennis,Hitman.,0,0.0
5abc23c45542993a06baf896,"Which region of Austria means 'Estate of the Salt Chamber' and covers the village of Obertraun, a popular destination for skiing and snowboarding in the winter?",['Salzkammergut'],Obertraun,Salzkammergut.,1,1.0
5abc36cc55429959677d6a50,Were both Life magazine and Strictly Slots magazine published monthly in 1998?,['yes'],Frank Legato,"No, Strictly Slots magazine was, but Life magazine was not.",0,0.0
5abc3d505542993a06baf8a7,"Which is founded by a president, University of Washington or University of Virginia?",['University of Virginia'],Jefferson Memorial,University of Virginia.,1,1.0
5abc6c2655429959677d6aac,In which county does the United States Navy air base located in which  Attack Squadron 174 (VA-174) was based on?,['Duval County'],Naval Air Station Cecil Field,"Duval County, Florida.",1,0.8
5abc6d14554299700f9d78bf,What type of building does Jim Bartels and ʻIolani Palace have in common?,['museum'],Jim Bartels,Both are museums.,1,0.0
5abcffc2554299700f9d7951,"What is the name of the company in Independent Hill, Virginia that is also headquartered in Houston Texas?",['Citgo'],"Independent Hill, Virginia",Citgo.,1,1.0
5abd04bd5542992ac4f381a9,When did an IndyCar race driver drive a Formula 1 car designed by Peter McCool?,['2007 Formula One season'],Super Aguri SA07,Takuma Sato.,0,0.0
5abd077055429965836004f4,Who created and mostly wrote the show that Idris Akuna Elba played Stringer Bell in?,['David Simon'],The Wire,David Simon.,1,1.0
5abd09585542996e802b469b,What year did the musical premiere that was based on the 2007 Irish romantic musical film of the same name?,['2011'],Once (musical),2011.,1,1.0
5abd0d635542992ac4f381b8,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,['29'],Robson &amp; Jerome (album),29 days.,1,0.6666666666666666
5abd56355542993062266c58,What singer who sang in church during her childhood did Stacy Barthe pen album tracks for?,['Katy Perry'],Katy Perry,Katy Perry.,1,1.0
5abd648155429933744ab7ac,Who was the chief executive officer of the second largest US car rental company by sales?,['Robert L. Stone'],Robert L. Stone,Robert L. Stone.,1,1.0
5abd68d655429933744ab7c0,Were Dee Dee Ramone and Ben Weasel ever in the same band?,['no'],Dee Dee Ramone I.C.L.C.,"No, they were not.",1,0.4
5abd6db755429933744ab7d0,"What was the nationality of the author of ""The Sunlight on the Garden""?",['Irish'],Louis MacNeice,Irish.,1,1.0
5abd889f55429924427fd046,What number installment of the Ghost School and Ghost School Horror was the film Voice?,['4'],Voice (film),Fourth.,0,0.0
5abe34095542993f32c2a088,"How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?",['1874 until 1994'],Shire of Flinders (Victoria),The Shire of Flinders existed from 1874 to 1994.,0,0.36363636363636365
5abe36745542991f66106101,"What was the arena, in which the 2017 Brit Awards were held, called during the 2012 Olympics ?",['North Greenwich Arena'],The O2 Arena,"""North Greenwich Arena""",1,1.0
5abe48675542991f66106119,A man who played in the 1986 FIFA world cup played for what team during the 1982 Scottish League Cup Final?,['Celtic'],Charlie Nicholas,Celtic.,1,1.0
5abe7f695542993f32c2a12d,What is the focus of the movie in which Nolan North played the role of Superboy?,['focus on young superheroes'],Young Justice (TV series),"Not a movie, TV series.",0,0.0
5abe92de5542993f32c2a16b,Which feature does the G-shock watch have that is tested by a leakage test?,['water resistance'],G-Shock,Water resistance.,1,1.0
5abea85f5542990832d3a070,Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?,['June 2007'],John Stumpf,October 2016,0,0.0
5abeab375542990832d3a091,The 1978 NBA World Championship Series had as MVP which Hall of Fame class member of 1988?,['Westley Sissel Unseld'],Wes Unseld,Wes Unseld.,0,0.4
5abeebe25542993fe9a41d9c, Season of Migration to the North  is a counter narrative to a novella by what Polish-British novelist?,['Joseph Conrad'],Heart of Darkness,Joseph Conrad.,1,1.0
5abefbc15542990832d3a117,"Michael Lent is best known as the co-writer of the memoirs of Hugh Rowland, a star on a reality television series that premiered on what date?","['June 17, 2007']",Ice Road Truckers,"June 17, 2007.",1,1.0
5abf11d45542997719eab660,Driven To Perform has a sponsor that includes the electronics store chain from what country?,['Canada'],Future Shop,Canada.,1,1.0
5abf16965542993fe9a41dd3," Hamilton Evans ""Tony"" James is the COO and director of the largest alternative investment firm in what?",['the world'],The Blackstone Group,Private equity.,0,0.0
5abf1e825542997ec76fd3cb,In which year did Baek Bong-ki appear in the South Korean drama film set in a high school?,['2004'],Baek Bong-ki,2004,1,1.0
5abf30185542990832d3a13f, Lou Cutell appeared on the third episode of the ninth season of an CBS sitcom that was what number episode overall?,['187th'],Last Time in New York,187th episode overall.,1,0.5
5abf42f75542993fe9a41dee,which plant has the highest specie  Panicum or Populus ,['Panicum'],Panicum,Panicum has more species (450) than Populus (around 40).,1,0.19999999999999998
5abf64265542997ec76fd3eb,Dance and Laugh Amongst the Rotten is a studio Album by a band from which country ?,['the Netherlands'],Carach Angren,Netherlands.,1,1.0
5abf8cc35542990832d3a14e,"when was the retired Jamaican sprinter which Richard Thompson is, 0.99 seconds slower than born ?",['born 21 August 1986'],Richard Thompson (sprinter),Usain Bolt.,0,0.0
5abf931f5542990832d3a158,"When was the movie adaption of Jennifer Weiner's novel ""In Her Shoes"" released?",['2005'],In Her Shoes (novel),2005,1,1.0
5abfa5fb5542990832d3a183,"Where is the  city and ""comune"" in Emilia-Romagna in which talian Renaissance painter ;Ludovico Mazzolino located ","['northern Italy,']",Giovanni Ambrogio de Predis,"The city and comune in Emilia-Romagna where Ludovico Sforza, not Mazzolino, was located is Milan.",0,0.0
5abffdec554299012d1db55d,"Which client of Lindka Cierach played Queen Elizabeth II in ""The Queen""?",['Helen Mirren'],Lindka Cierach,Helen Mirren.,1,1.0
5ac007cc5542996f0d89cb0b,Who was attempting to regain the British throne until the Raids on Lachaber and Shiramore shut down his operations?,['Charles Edward Stuart'],Jacobite rising of 1745,"Charles Edward Stuart, also known as ""Bonnie Prince Charlie"" or ""the Young Pretender"".",1,0.4
5ac072ef554299294b218fe4,What country of origin does Jerry Barrett and Florence Nightingale have in common?,['English'],Jerry Barrett,England.,0,0.0
5ac0d732554299294b219030,The Lang Labor Party was the group that aligned with the policies of the government that followed what system?,['Westminster'],Premier of New South Wales,The Westminster system.,1,0.6666666666666666
5ac10c5e554299294b219074,"What state is home to the Lake Wobegon Trails and the recording location for the live radio show ""A Prairie Home Companion""?",['Minnesota'],Tom Keith,Minnesota.,1,1.0
5ac11201554299294b21908c,What county is Ron Teachworth from?,['Oakland County'],Ron Teachworth,Oakland County.,1,1.0
5ac173d85542994d76dcce37,"Toby Scott worked with which American singer born on May 24, 1941?",['Bob Dylan'],Bob Dylan,Bob Dylan.,1,1.0
5ac176555542994d76dcce47,What profession does H. L. Mencken and Albert Camus have in common?,['journalist'],The Fall (Camus novel),Both were writers.,0,0.0
5ac1b1345542994ab5c67dd0,Sinch when has the rank held by Sir Charles Comyn Egertong been the highest in the British Army?  ,['1736'],Field marshal (United Kingdom),1736.,1,1.0
5ac1bff05542994ab5c67dfc,Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,['Francisco Rafael Arellano Félix'],Benjamín Arellano Félix,Amado Carrillo Fuentes.,0,0.0
5ac1c9a15542994ab5c67e1c,What is the population of the city in which the first edition of the South American Youth Olympic Games were held?,['more than 10 million'],Lima,Over 10 million.,0,0.5714285714285715
5ac264195542992f1f2b38a5,Which song that John Kirby scored  is often the final piece of music played during an evening of revelry?,"['""Loch Lomond""']",John Kirby (musician),"""Loch Lomond""",1,1.0
5ac29da5554299218029dac3,Which band My Darkest Days or Human Drama had only one constant member?,['Human Drama'],Human Drama,Human Drama.,1,1.0
5ac2a288554299657fa28ff5,What Nickelodeon movie stars the actress and YouTuber who appeared alongside Jon Voight in the 2016 film American Wrestler:The Wizard?,['Terry the Tomboy'],Lia Marie Johnson,Lia Marie Johnson.,0,0.0
5ac2bcf55542990b17b1546e,"In 2009 the OCA announced major changes to it event lists, and in what city did this multi-sport event take place?","['New Delhi, India']",1951 Asian Games,"New Delhi, India.",1,1.0
5ac2f79e5542996773102661, Chun Woo-hee's notable films include a South Korean horror film about  a policeman who investigates a series of mysterious killings and what?,['illnesses'],The Wailing (film),illnesses.,1,1.0
5ac3090d5542990b17b154fc,"Operalia, The World Opera Competition helped launch the career of an operatic soprano of what nationality?",['Bulgarian'],Sonya Yoncheva,Bulgarian.,1,1.0
5ac322c95542995ef918c117,"Which magazine had more previous names, Watercolor Artist or The General?",['The General'],The General (magazine),The General.,1,1.0
5ac38ce255429939154137c2,What do a Flaming beverage and a Gin and tonic have in common?,['cocktails'],Flaming beverage,Both contain alcohol.,0,0.0
5ac39f7b554299218029dbe7,Robert Earl Holding owned an oil company that was originally founded by who?,['Harry F. Sinclair'],Sinclair Oil Corporation,Harry F. Sinclair.,1,1.0
5ac3ae885542995ef918c1e7,"Church of All Saints, Doddinghurst is part of the state church led by which person?",['Archbishop of Canterbury'],Church of England,The Archbishop of Canterbury.,1,1.0
5ac3ce74554299204fd21e71,How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?,['94'],Sex and the City,94,1,1.0
5ac3f1c9554299204fd21ed4,"""Lesbian Request Denied"" is the third episode of the first season of a series created by who?",['Jenji Kohan'],Orange Is the New Black,Jenji Kohan.,1,1.0
5ac41ca75542991943173919,How large of the area is the nature reserve south of Seacroft Esplanade?,['4.3 km2'],Gibraltar Point,Approximately 4.3 km2.,1,0.8
5ac42f42554299076e296d88,Who starred in My Dog Skip and Malcolm in the Middle?,['Frankie Muniz'],Willie Morris,Frankie Muniz.,1,1.0
5ac4392e5542997ea680ca32,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century? ,['yes'],Lionel Ngakane,"Yes, they were.",1,0.5
5ac45b23554299204fd21f31,"The 1994 ""The Shadow"" co-stars Lone, Penelope Ann Miller, Peter Boyle, Jonathan Winters, Tim Curry and an actor that has received how many Emmy Award nominations?",['five'],The Relic (film),Stellan Skarsgård has received 4 Emmy Award nominations.,0,0.0
5ac4920d5542996feb3fe8d3,"When was the designer of the Disneyland attraction with variants in California, France, Hong Kong, Tokyo, and the Tomorrowland Speedway born?","['born October 25, 1931']",Bob Gurr,"October 25, 1931.",0,0.8571428571428571
5ac4a7615542996feb3fe92a,"Dulce Maria García Rivas took part in a ""Mask vs. Hair"" match with which female wrestler at Guerra de Titanes?",['Faby Apache'],Guerra de Titanes (2009),"Dulce Maria García Rivas, also known as Faby Apache, took part in a ""Mask vs. Hair"" match with Sexy Star at Guerra de Titanes.",1,0.16
5ac4f42b55429924173fb50d,"Which beverage is ignited prior to consumption, Flaming beverage or Blue Hawaii",['Flaming beverages'],Till mitt eget Blue Hawaii,Flaming beverage.,0,0.5
5ac5188255429924173fb5a3,About how many people are employed by the company founded by Denise Coates?,"['3,000']",Bet365,"Over 3,000 people.",1,0.5
5ac532335542994611c8b41c,Howard Van Doren Shaw was the designer of which 1917 Progressive Era community? ,['Marktown'],Howard Van Doren Shaw,Marktown.,1,1.0
5ac5461d5542993e66e82296,Who portrays Rachel Zane on the American legal comedy-drama that airs on USA Network?,['Rachel Meghan Markle'],Meghan Markle,Meghan Markle.,0,0.8
5ac546975542993e66e8229a,"What year was the early consumer co-operative, in which a 2012 British biographical feature film tells the story of, formed?",['1844'],The Rochdale Pioneers,1844.,1,1.0
5adbd1d25542994650320bf6,What is the current job of the former partner in ice skating of Vladimir Fedorov?,['She currently works as a coach and choreographer'],Anjelika Krylova,Not mentioned in the passage.,0,0.0
