question_id,question,gold_answer,best_passage_title,best_passage_gain_PPL_CD,best_passage_is_supporting
5abd04bd5542992ac4f381a9,When did an IndyCar race driver drive a Formula 1 car designed by Peter McCool?,2007 Formula One season,Super Aguri SA07,56.913,True
5abd077055429965836004f4,Who created and mostly wrote the show that Idris Akuna Elba played Stringer Bell in?,David Simon,The Wire,1.0,True
5abd09585542996e802b469b,What year did the musical premiere that was based on the 2007 Irish romantic musical film of the same name?,2011,Once (musical),1.0,True
5abd0d635542992ac4f381b8,How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,Robson &amp; Jerome (album),1.006,True
5abd56355542993062266c58,What singer who sang in church during her childhood did Stacy Barthe pen album tracks for?,Katy Perry,Katy Perry,1.0,True
5abd648155429933744ab7ac,Who was the chief executive officer of the second largest US car rental company by sales?,Robert L. Stone,Robert L. Stone,1.002,True
5abd68d655429933744ab7c0,Were Dee Dee Ramone and Ben Weasel ever in the same band?,no,Dee Dee Ramone I.C.L.C.,143630.599,False
5abd6db755429933744ab7d0,"What was the nationality of the author of ""The Sunlight on the Garden""?",Irish,Louis MacNeice,1.001,True
5abd889f55429924427fd046,What number installment of the Ghost School and Ghost School Horror was the film Voice?,4,Voice (film),21.049,True
5abe34095542993f32c2a088,"How long did The Shire of Flinders, which encompassed the extremity of the Mornington Peninsula located south-east of Melbourne, Australia, exist?",1874 until 1994,Shire of Flinders (Victoria),9.196,True
5abe36745542991f66106101,"What was the arena, in which the 2017 Brit Awards were held, called during the 2012 Olympics ?",North Greenwich Arena,The O2 Arena,1.074,True
5abe48675542991f66106119,A man who played in the 1986 FIFA world cup played for what team during the 1982 Scottish League Cup Final?,Celtic,Charlie Nicholas,1.486,True
5abe7f695542993f32c2a12d,What is the focus of the movie in which Nolan North played the role of Superboy?,focus on young superheroes,Young Justice (TV series),29.656,True
5abe92de5542993f32c2a16b,Which feature does the G-shock watch have that is tested by a leakage test?,water resistance,G-Shock,51.29,True
5abea85f5542990832d3a070,Timothy J. Sloan was the CEO of Wells Fargo who succeeded the CEO who took the job in what month?,June 2007,John Stumpf,1.141,True
5abeab375542990832d3a091,The 1978 NBA World Championship Series had as MVP which Hall of Fame class member of 1988?,Westley Sissel Unseld,Wes Unseld,1.411,True
5abeebe25542993fe9a41d9c, Season of Migration to the North  is a counter narrative to a novella by what Polish-British novelist?,Joseph Conrad,Heart of Darkness,1.33,True
5abefbc15542990832d3a117,"Michael Lent is best known as the co-writer of the memoirs of Hugh Rowland, a star on a reality television series that premiered on what date?","June 17, 2007",Ice Road Truckers,1.0,True
5abf11d45542997719eab660,Driven To Perform has a sponsor that includes the electronics store chain from what country?,Canada,Future Shop,1.001,True
5abf16965542993fe9a41dd3," Hamilton Evans ""Tony"" James is the COO and director of the largest alternative investment firm in what?",the world,The Blackstone Group,64.019,True
5abf1e825542997ec76fd3cb,In which year did Baek Bong-ki appear in the South Korean drama film set in a high school?,2004,Baek Bong-ki,1.0,True
5abf30185542990832d3a13f, Lou Cutell appeared on the third episode of the ninth season of an CBS sitcom that was what number episode overall?,187th,Last Time in New York,1.003,True
5abf42f75542993fe9a41dee,which plant has the highest specie  Panicum or Populus ,Panicum,Panicum,1.002,True
5abf64265542997ec76fd3eb,Dance and Laugh Amongst the Rotten is a studio Album by a band from which country ?,the Netherlands,Carach Angren,41.864,True
5abf8cc35542990832d3a14e,"when was the retired Jamaican sprinter which Richard Thompson is, 0.99 seconds slower than born ?",born 21 August 1986,Richard Thompson (sprinter),6.709,True
5abf931f5542990832d3a158,"When was the movie adaption of Jennifer Weiner's novel ""In Her Shoes"" released?",2005,In Her Shoes (novel),1.004,False
5abfa5fb5542990832d3a183,"Where is the  city and ""comune"" in Emilia-Romagna in which talian Renaissance painter ;Ludovico Mazzolino located ","northern Italy,",Giovanni Ambrogio de Predis,252.521,False
5abffdec554299012d1db55d,"Which client of Lindka Cierach played Queen Elizabeth II in ""The Queen""?",Helen Mirren,Lindka Cierach,1.0,True
5ac007cc5542996f0d89cb0b,Who was attempting to regain the British throne until the Raids on Lachaber and Shiramore shut down his operations?,Charles Edward Stuart,Jacobite rising of 1745,1.001,True
5ac072ef554299294b218fe4,What country of origin does Jerry Barrett and Florence Nightingale have in common?,English,Jerry Barrett,63.832,True
5ac0d732554299294b219030,The Lang Labor Party was the group that aligned with the policies of the government that followed what system?,Westminster,Premier of New South Wales,1.01,True
5ac10c5e554299294b219074,"What state is home to the Lake Wobegon Trails and the recording location for the live radio show ""A Prairie Home Companion""?",Minnesota,Tom Keith,1.0,False
5ac11201554299294b21908c,What county is Ron Teachworth from?,Oakland County,Ron Teachworth,1.032,True
5ac173d85542994d76dcce37,"Toby Scott worked with which American singer born on May 24, 1941?",Bob Dylan,Bob Dylan,1.0,True
5ac176555542994d76dcce47,What profession does H. L. Mencken and Albert Camus have in common?,journalist,The Fall (Camus novel),175.729,False
5ac1b1345542994ab5c67dd0,Sinch when has the rank held by Sir Charles Comyn Egertong been the highest in the British Army?  ,1736,Field marshal (United Kingdom),1.0,True
5ac1bff05542994ab5c67dfc,Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,Francisco Rafael Arellano Félix,Benjamín Arellano Félix,2.112,True
5ac1c9a15542994ab5c67e1c,What is the population of the city in which the first edition of the South American Youth Olympic Games were held?,more than 10 million,Lima,8.693,True
5ac264195542992f1f2b38a5,Which song that John Kirby scored  is often the final piece of music played during an evening of revelry?,"""Loch Lomond""",John Kirby (musician),2.255,True
5ac29da5554299218029dac3,Which band My Darkest Days or Human Drama had only one constant member?,Human Drama,Human Drama,1.003,True
5ac2a288554299657fa28ff5,What Nickelodeon movie stars the actress and YouTuber who appeared alongside Jon Voight in the 2016 film American Wrestler:The Wizard?,Terry the Tomboy,Lia Marie Johnson,1.067,True
5ac2bcf55542990b17b1546e,"In 2009 the OCA announced major changes to it event lists, and in what city did this multi-sport event take place?","New Delhi, India",1951 Asian Games,1.114,True
5ac2f79e5542996773102661, Chun Woo-hee's notable films include a South Korean horror film about  a policeman who investigates a series of mysterious killings and what?,illnesses,The Wailing (film),1.001,True
5ac3090d5542990b17b154fc,"Operalia, The World Opera Competition helped launch the career of an operatic soprano of what nationality?",Bulgarian,Sonya Yoncheva,1.0,True
5ac322c95542995ef918c117,"Which magazine had more previous names, Watercolor Artist or The General?",The General,The General (magazine),1.0,True
5ac38ce255429939154137c2,What do a Flaming beverage and a Gin and tonic have in common?,cocktails,Flaming beverage,3063.593,True
5ac39f7b554299218029dbe7,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,Sinclair Oil Corporation,1.0,True
5ac3ae885542995ef918c1e7,"Church of All Saints, Doddinghurst is part of the state church led by which person?",Archbishop of Canterbury,Church of England,2.74,True
5ac3ce74554299204fd21e71,How many episodes were in the original run of the HBO show that Kristin Davis played the character Charlotte York Goldenblatt?,94,Sex and the City,1.0,True
5ac3f1c9554299204fd21ed4,"""Lesbian Request Denied"" is the third episode of the first season of a series created by who?",Jenji Kohan,Orange Is the New Black,1.0,True
5ac41ca75542991943173919,How large of the area is the nature reserve south of Seacroft Esplanade?,4.3 km2,Gibraltar Point,1.078,True
5ac42f42554299076e296d88,Who starred in My Dog Skip and Malcolm in the Middle?,Frankie Muniz,Willie Morris,1.003,False
5ac4392e5542997ea680ca32,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century? ,yes,Lionel Ngakane,46630.028,True
5ac45b23554299204fd21f31,"The 1994 ""The Shadow"" co-stars Lone, Penelope Ann Miller, Peter Boyle, Jonathan Winters, Tim Curry and an actor that has received how many Emmy Award nominations?",five,The Relic (film),1865.436,False
5ac4920d5542996feb3fe8d3,"When was the designer of the Disneyland attraction with variants in California, France, Hong Kong, Tokyo, and the Tomorrowland Speedway born?","born October 25, 1931",Bob Gurr,8.922,True
5ac4a7615542996feb3fe92a,"Dulce Maria García Rivas took part in a ""Mask vs. Hair"" match with which female wrestler at Guerra de Titanes?",Faby Apache,Guerra de Titanes (2009),1.839,True
5ac4f42b55429924173fb50d,"Which beverage is ignited prior to consumption, Flaming beverage or Blue Hawaii",Flaming beverages,Till mitt eget Blue Hawaii,11.724,False
5ac5188255429924173fb5a3,About how many people are employed by the company founded by Denise Coates?,"3,000",Bet365,3.545,True
5ac532335542994611c8b41c,Howard Van Doren Shaw was the designer of which 1917 Progressive Era community? ,Marktown,Howard Van Doren Shaw,1.0,True
5ac5461d5542993e66e82296,Who portrays Rachel Zane on the American legal comedy-drama that airs on USA Network?,Rachel Meghan Markle,Meghan Markle,6.126,True
5ac546975542993e66e8229a,"What year was the early consumer co-operative, in which a 2012 British biographical feature film tells the story of, formed?",1844,The Rochdale Pioneers,1.0,True
5adbd1d25542994650320bf6,What is the current job of the former partner in ice skating of Vladimir Fedorov?,She currently works as a coach and choreographer,Anjelika Krylova,8.337,True
