question_id,question,gold_answer,best_passage_title,best_passage_gain_PPL_CD,best_passage_is_supporting
5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,Chippewa County,"Sault Ste. Marie, Michigan",1.053,True
5a89fb525542993b751ca9d6,Which composer created Night Ferry first performed in 2012 at Symphony Center in Chicago?,Anna Clyne,Night Ferry (composition),1.0,True
5a89fc305542993b751ca9dc,Which Outer Banks landmark and premiere BBQ restaurant has been featured in the magazine Southern Living?,Pigman's Bar-B-Que,Pigmans Bar-B-Que,1.01,True
5a8a43eb5542996c9b8d5e82,Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,"Marion, South Australia","Marion, South Australia",5.468,True
5a8a58f355429930ff3c0da3,Were Daniel Mann and Todd Solondz both directors?,yes,Daniel Mann,19438.288,True
5a8a5a1955429930ff3c0da7,"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,Bon Jovi,1.0,True
5a8a5bd355429970aeb702b9,Falling Stars is a role-playing game published by the company based out of what country?,Lithuania,Nordcurrent,1.0,True
5a8a6b625542996c9b8d5ed9,In which town was the amusement park that is operated by Britannia Jinky Jersey Ltd located where the first  Tomorrow's Parties Festival was held?.,Camber Sands,All Tomorrow's Parties (festival),1.913,True
5a8aeadc55429950cd6afbe0,What date in 2010 was a South Korean film starring  Kim Hyang-gi released?,"January 14, 2010",Wedding Dress (film),1.024,True
5a8aecff55429950cd6afbef,How many beer brands are in the portfolio of the company that hired Leonardus (Leo) Petrus Beukeboom to decorate cafes?,over 170,Heineken brands,19.266,True
5a8b128455429971feec463b,What city is the women's Vans Triple Crown of Surfing event hosted at?,City and County of Honolulu,"Haleiwa, Hawaii",6.296,True
5a8b67b655429950cd6afcde,Who is the controlling shareholder of the world's fourth-largest tyre manufacturer?,Jürgen M. Geissinger,Juergen M. Geissinger,5.456,True
5a8b78775542997f31a41d3d,"Chimaja Appawas the younger brother of a general of the Maratha Empire in India, who served as what to the fifth Maratha Chhatrapati Shahu from 1720 until his death?","""Peshwa"" (Prime Minister)",Baji Rao I,2.095,True
5a8b78f055429971feec471a,Was Steve Sekely and Willian King Baggot known by multiple names or nicknames?,yes,King Baggot,36315.503,True
5a8ba07d5542996e8ac88985,"What event in 1920 was established by the director of the play ""The Miracle?""",Salzburg Festival,Max Reinhardt,1.044,True
5a8ba60b554299240d9c205b,"Which composer, who was a crucial figure in the transition between the Classical and Romantic eras in Western art music, wrote Piano Sonata No. 16 ?",Ludwig van Beethoven,Piano Sonata No. 16 (Beethoven),1.004,True
5a8c5b635542996e8ac88a75,"Which breed, Chinese Chongqing Dog or Kanni, is used for hunting?",Kanni,Kanni,1.002,True
5a8c758d5542995e66a475ff,"What netflix series, produced by Joe Swanberg, had an actress  best known for her role as Vanessa on ""Atlanta""?",Easy,Easy (TV series),1.039,True
5a8cb288554299585d9e3726,"The mass killing that took place at Oakland, California on April 2, 2012 was less deadly than the one that took place on October 1, 2015 in which state?",Oregon,Umpqua Community College shooting,1.002,True
5a8cc8c2554299441c6b9efc,When did the author of the book One More River is based on win the Nobel Prize?,1932,John Galsworthy,1.001,True
5a8cd6de55429941ae14df07,Charlotte Hatherley initially came to prominence in a band formed in what year?,1992,Ash (band),1.08,True
5a8d40715542994ba4e3dc3a,This annual event held in several major cities in Finland is one of many all-night arts festival whose name is given to areas of high latitude in the weeks around what?,the summer solstice,White Night festivals,4.177,True
5a8d7e1055429941ae14dfd8,"Which is bigger, Griffon Bruxellois or English Mastiff?",English Mastiff,Molossus of Epirus,1.001,False
5a8d93bf554299068b959d46,Are both Yangzhou and Jiangyan District considered coastal cities?,no,Kingdom of Croatia (925–1102),126753.559,False
5a8da97c554299068b959d84,"Which university offers more campuses in the Philippines, Fairleigh Dickinson University or the Western Institute of Technology?",Western Institute of Technology,Western Institute of Technology (Philippines),1.085,True
5a8dafbd554299068b959da0,How many episodes were made for the science fiction series with Gus Birney?,ten,The Mist (TV series),3595.722,True
5a8db2105542994ba4e3dd04,"The Government Digital Service is overseen by the Chief Secretary to the Treasury, who is from which party?",Conservative,Government Digital Service,1.049,True
5a8dbc8b554299441c6ba077,Spring Waltz starred the American actor who is known for what 2007 film?,My Father,Daniel Henney,3.629,True
5a8dcbc0554299068b959df4,"Many right wing WNP were  connected to a clandestine operation ran by a ""stay-behind""  operation ran by what organization?",NATO,Operation Gladio,1.106,True
5a8dd5b855429917b4a5bcc6,What political party is the current Attorney General of Missouri associated with?,Republican,Josh Hawley,2.399,True
5a8e0d04554299068b959e3a,What country does Haringey Heartlands and The Mall Wood Green have in common?,London,Wood Green tube station,7.389,False
5a8e4b7c5542990e94052ab7,What is the familial relationship of the founder of the Gulf Cartel to Juan García Ábrego?,uncle,Juan García Ábrego,42.521,True
5a8e60ca5542995a26add4d9,In which movie the Stephanie Kay Panabaker was alongside with her elder sister Danielle Nicole Panabaker?,"""Read It and Weep"" (2006)",Danielle Panabaker,1.519,True
5a8e83545542990e94052b28,Where was the founder of the Trussed Concrete Steel Company raised?,"Detroit, Michigan",Julius Kahn (inventor),1.001,True
5a8e8bed5542990e94052b47,What United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party?,Margaret Thatcher,"United Kingdom local elections, 1991",1.008,True
5a8e8d665542995085b3744e,What was the birth name of the start of Hwarang: The Poet Warrior Youth?,Park Yong-gyu,Park Seo-joon,1.0,True
5a8efba955429918e830d173,Who was the narrator of the 26-episode series which featured the British national museum organization with branches at five locations in England?,Michael Redgrave,The Great War (documentary),1.0,True
5a8f06075542995b44241f2d,"What car did the German rally driver, who won victories for Fiat, Opel, Lancia, and Audi drive?",The Lancia Rally,Lancia Rally 037,13.762,True
5a8f0796554299458435d528,"what air force based named in honor of Carl Benjamin ""Ben"" Eielson is located 26 miles southeast of Fairbanks, Alaska?",Eielson Air Force Base,"Moose Creek, Alaska",1.0,False
5a8f08c2554299458435d530,"Sian Gibson co-wrote which British sitcom, set around a supermarket and car share scheme?",Peter Kay's Car Share,Peter Kay's Car Share,1.0,True
5a8f0986554299458435d535,Gerd Neggo trained under the founder of which type of dance analysis?,Laban Movement Analysis,Rudolf von Laban,3.444,True
5a8f24cc55429924144829e7,Andrei Ivanovich Gorchakov commanded the 1st Infanty Corps in what major engagement of the Napoleonic Wars?,Battle of Dresden,Battle of Dresden,1.57,True
5a8f503c5542992414482a34,"The Prodigal Daughter, though a book about an American, is by a novelist of what nationality?",English,Jeffrey Archer,1.0,True
5a8f5273554299458435d5b1,Bill Bryson grew up in a city that is the seat of which county ?,Polk County,The Life and Times of the Thunderbolt Kid,1.02,True
5a8f55f9554299458435d5bd,What profession did Willi Forst and Elmer Clifton share?,actor,Willi Forst,967.775,True
5a8f5a185542992414482a71,Of these two publication--Báiki and Sick--what type of publication is the one that was published most frequently? ,satirical-humor magazine,Sick (magazine),31.931,True
5a8f68795542992414482ab5,"What member of the South Korean-Chinese boy group EXO stars in the upcoming movie ""The Underdog""?",Do Kyung-soo,The Underdog (film),1.0,True
5a8f799d55429918e830d22d,"Which genus has the most number of species, Myrsine or Styrax?",Myrsine,Myrsine,1.073,True
5a8fc3b155429933b8a20454,In recent decades American schools have included much more on ncient times tens of thousands of years ago with the settlement of the Americas by who?,Paleo-Indians,History of Native Americans in the United States,1.002,True
5a8ff69655429916514e73f1,"Who co-starred in an episode of The ABC Comedy Hour with the man who played Duke Slater in ""Gomer Pyle, U.S.M.C.""? ",Jack Cassidy,The ABC Comedy Hour,8.506,True
5a903b7255429933b8a204ae,What Canadian filmmaker created a film about Bettie Page in 2005?,"Mary Harron (born January 12, 1953)",Mary Harron,4.089,True
5a90937955429933b8a20568,The father of Manning Marius Kimmel retired from the Navy in what year?,1942,Manning Kimmel,1.818,True
5a90945755429933b8a2056c,"John Constantine Williams, Sr was cofounder of a Florida city located in what county?",Pinellas County,John Constantine Williams Sr.,1.186,True
5ab1f494554299706120959c,"Which industrialist established a museum in Heckscher Park that features ""First Friday"" concerts?",August Heckscher,"Heckscher Park (Huntington, New York)",1.0,True
5ab26b60554299449642c898,"The brewing company known for making Genny Light, a beer with only 100 calories per 12 ounce portion, and located along the Genesee River, was formerly known by what brewery name?",High Falls Brewery,Genesee Brewing Company,4.771,True
5ab2c0de5542992953946870,"Football at the 2006 Asian Games with Wisoon Wichaya as its coach was played how many days prior to the opening ceromony in Doha, Qatar in 2006? ",14,Football at the 2006 Asian Games,1.003,True
5ab2c418554299545a2cfa67,Ckm wz. 25 Hotchkiss was a Polish derivative of what machine gun that became the standard machine gun of the French Army during World War I?,Mle 1914 Hotchkiss machine gun,Hotchkiss M1914 machine gun,1.241,True
5ab2c7ef554299545a2cfa73,When did the predecessor of The Eyes of Nye first air?,"September 10, 1993",Bill Nye the Science Guy,1.004,True
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,Mary Poppins (musical),29.114,False
5ab3357d554299166977419d,In which city is the parent company of Sterlite Industries headquartered?,London,Vedanta Resources,1.0,True
5ab3acc9554299753aec5985,"Which genus's family comes first alphabetically, Crepis or Isatis?",Crepis,Viruddh... Family Comes First,1.369,False
5ab3bd7d55429969a97a819f,Which team featured in both the 2012 and 2011 Cops del Rey Finals ?,Barcelona,2012 Copa del Rey Final,6.624,True
5ab3bfd3554299233954ff99," The Nike Hoop Summit has had many current NBA players as former participants, including what German player from the Dallas Mavericks?",Dirk Werner Nowitzki,Dirk Nowitzki,12.183,True
5ab3c48755429969a97a81b8,What cuisine is described as a cultural blending of Mediterranean influences (such as those created by Italian and Spanish populations)?,Argentine cuisine,Argentine cuisine,1.0,True
5ab3cc395542992ade7c6e9f,Party of Syrian Unity was established in the wake of a public statement that announced what ?,"support for the establishment of a ""national home for the Jewish people"" in Palestine",Balfour Declaration,3.178,True
